ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 80C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 80C,,
0.366534,50619.14128,35433.39889,,0.382397,41440.37426,49728.44911,,0.382397,42509.79091,70141.155,,0.382397,44259.18557,101796.1268,,0.382397,51920.78538,171338.5918,,0.382397,105172.4587,525862.2937,,0.94810434,10680.49588,32041.48765,,0.382397,119930.7939,479723.1755,,0.382397,124625.3841,311563.4603,,0.382397,131029.4004,393088.2012,,0.382397,156784.0311,548744.1088,,0.382397,225738.2625,902953.0501,,0.366534,210017.0592,42003.41183,,0.385408,46268.82329,69403.23494,,0.376375,47356.19325,94712.38651,,0.376375,52787.27646,131968.1912,,0.376375,142679.3876,214019.0814,,0.376375,110467.3685,386635.7897,,0.366534,47994.40562,86389.93012,,0.94810434,1392.376657,25062.77983,,0.94810434,1435.497481,25838.95465,,0.94810434,1401.143425,28022.86851,,0.94810434,1352.999957,29765.99905,,0.94810434,1275.072159,30601.73183,,0.366534,145433.5738,58173.42952,,0.369625,17566.70043,105400.2026,,0.369625,18332.65227,128328.5659,,0.369625,18856.37104,160279.1538,,0.369625,19891.08136,218801.8949,,0.369625,21498.53398,300979.4757,,0.366534,22105.44213,33158.16319,,0.369625,5651.831241,45214.64993,,0.369625,6041.207004,54370.86304,,0.369625,6405.461268,64054.61268,,0.369625,6801.982488,74821.80737,,0.369625,7289.203277,87470.43932,,0.366534,58080.63426,17424.19028,,0.369625,15474.08208,54159.2873,,0.369625,15971.39865,79856.99326,,0.369625,16997.2596,118980.8172,,0.369625,19653.60927,176882.4835,,0.369625,23365.59269,303752.7049,,0.97481154,3856.032478,11568.09743,,0.98371387,2199.698371,19797.28534,,0.96590914,2343.559031,23435.59031,,0.94810434,2546.244291,30554.93149,,0.95700674,2790.598409,36277.77931,,0.95700674,3049.864767,42698.10674
0.369443,50648.00139,35453.60097,,0.385408,41788.96508,50146.75809,,0.385408,42884.87689,70760.04687,,0.385408,44692.63065,102793.0505,,0.385408,52883.60854,174515.9082,,0.385408,107640.7704,538203.852,,0.95700674,10408.69309,31226.07928,,0.385408,119821.8628,479287.4514,,0.385408,124336.4672,310841.168,,0.385408,130876.2578,392628.7734,,0.385408,156417.8816,547462.5856,,0.385408,224675.6869,898702.7475,,0.369443,211185.5784,42237.11568,,0.388419,47273.01424,70909.52135,,0.379386,48372.58204,96745.16407,,0.379386,53879.03376,134697.5844,,0.379386,145599.5204,218399.2806,,0.379386,110956.1657,388346.58,,0.369443,47978.00477,86360.40858,,0.95700674,1340.338124,24126.08623,,0.95700674,1393.646107,25085.62993,,0.95700674,1365.197374,27303.94747,,0.95700674,1321.825147,29080.15324,,0.95700674,1242.294481,29815.06754,,0.369443,145465.5392,58186.21569,,0.372582,17547.64719,105285.8831,,0.372582,18359.73552,128518.1486,,0.372582,18945.34201,161035.4071,,0.372582,19983.27617,219816.0379,,0.372582,21647.23831,303061.3363,,0.369443,22055.83372,33083.75058,,0.372582,5665.194041,45321.55233,,0.372582,6092.843778,54835.594,,0.372582,6470.581105,64705.81105,,0.372582,6807.304503,74880.34953,,0.372582,7297.683436,87572.20123,,0.369443,58667.57516,17600.27255,,0.372582,15614.52462,54650.83617,,0.372582,16109.33111,80546.65554,,0.372582,17150.79776,120055.5843,,0.372582,19800.29631,178202.6668,,0.372582,23509.10063,305618.3081,,0.98371387,3941.510403,11824.53121,,0.99261627,2192.678387,19734.10548,,0.97481154,2327.033424,23270.33424,,0.95700674,2521.981126,30263.77351,,0.96590914,2799.801824,36397.42371,,0.96590914,3060.81065,42851.34911
0.372352,51037.05825,35725.94077,,0.388419,42012.05748,50414.46898,,0.388419,43238.70987,71343.87129,,0.388419,45080.37872,103684.8711,,0.388419,53658.32871,177072.4847,,0.388419,109907.4785,549537.3926,,0.96590914,10100.1301,30300.39029,,0.388419,119248.5577,476994.2309,,0.388419,123911.1791,309777.9477,,0.388419,130280.5639,390841.6918,,0.388419,155709.4664,544983.1324,,0.388419,222961.5792,891846.3168,,0.372352,212232.2891,42446.45782,,0.39143,48385.61847,72578.4277,,0.382397,49310.19595,98620.3919,,0.382397,54975.14237,137437.8559,,0.382397,148936.4529,223404.6794,,0.382397,110746.6288,387613.2008,,0.372352,48150.1187,86670.21365,,0.96590914,1298.171346,23367.08423,,0.96590914,1335.960435,24047.28782,,0.96590914,1319.211773,26384.23547,,0.96590914,1276.293347,28078.45363,,0.96590914,1212.596677,29102.32026,,0.372352,146155.9212,58462.36847,,0.375539,17611.84448,105671.0669,,0.375539,18405.73657,128840.156,,0.375539,18949.3686,161069.6331,,0.375539,20067.6797,220744.4767,,0.375539,21760.64851,304649.0792,,0.372352,22071.40399,33107.10599,,0.375539,5682.059837,45456.4787,,0.375539,6121.420927,55092.78835,,0.375539,6498.975586,64989.75586,,0.375539,6833.4966,75168.4626,,0.375539,7324.864865,87898.37837,,0.372352,59225.99011,17767.79703,,0.375539,15759.27042,55157.44646,,0.375539,16301.09035,81505.45175,,0.375539,17272.4539,120907.1773,,0.375539,19980.23062,179822.0756,,0.375539,23716.35362,308312.597,,0.99261627,3990.055835,11970.16751,,1.0015187,2196.279121,19766.51209,,0.98371387,2306.898184,23068.98184,,0.96590914,2529.55249,30354.62988,,0.97481154,2732.482536,35522.27296,,0.97481154,3013.004066,42182.05692
0.375261,51128.62429,35790.03701,,0.39143,42394.67399,50873.60879,,0.39143,43579.56653,71906.28477,,0.39143,45641.46471,104975.3688,,0.39143,54568.2636,180075.2699,,0.39143,112335.6225,561678.1126,,0.97481154,9777.999018,29333.99706,,0.39143,119048.2091,476192.8363,,0.39143,123709.2834,309273.2085,,0.39143,130120.0207,390360.0621,,0.39143,155214.7911,543251.769,,0.39143,221727.4168,886909.667,,0.375261,214369.7852,42873.95704,,0.394441,49420.34597,74130.51896,,0.385408,50561.51787,101123.0357,,0.385408,56432.11807,141080.2952,,0.385408,152986.7554,229480.1331,,0.385408,110899.977,388149.9194,,0.375261,48057.38925,86503.30066,,0.97481154,1256.953727,22625.16709,,0.97481154,1297.721254,23358.98258,,0.97481154,1279.73232,25594.6464,,0.97481154,1231.509739,27093.21427,,0.97481154,1170.909637,28101.83129,,0.375261,146338.586,58535.43441,,0.378496,17726.21989,106357.3194,,0.378496,18448.36242,129138.537,,0.378496,19057.3726,161987.6671,,0.378496,20196.34034,222159.7437,,0.378496,21973.41366,307627.7913,,0.375261,22071.69659,33107.54488,,0.378496,5732.37801,45859.02408,,0.378496,6178.427085,55605.84376,,0.378496,6536.752621,65367.52621,,0.378496,6913.915298,76053.06828,,0.378496,7388.445024,88661.34029,,0.375261,59259.10648,17777.73194,,0.378496,15914.60813,55701.12845,,0.378496,16499.28007,82496.40037,,0.378496,17457.67479,122203.7235,,0.378496,20240.1013,182160.9117,,0.378496,23946.75725,311307.8443,,1.0015187,3916.531552,11749.59466,,1.0104211,2181.22295,19631.00655,,0.99261627,2313.888102,23138.88102,,0.97481154,2477.757173,29733.08608,,0.98371387,2714.505378,35288.56992,,0.98371387,2988.129878,41833.8183
0.37817,50959.46525,35671.62568,,0.394441,42614.2024,51137.04288,,0.394441,43879.3503,72400.92799,,0.394441,45897.33756,105563.8764,,0.394441,55335.76581,182608.0272,,0.394441,114174.3127,570871.5633,,0.98371387,9487.700699,28463.1021,,0.394441,118534.2059,474136.8236,,0.394441,123118.3726,307795.9315,,0.394441,129488.9143,388466.7429,,0.394441,154564.728,540976.5481,,0.394441,219905.0523,879620.2092,,0.37817,215024.3808,43004.87615,,0.397452,50510.197,75765.29549,,0.388419,51704.18404,103408.3681,,0.388419,57762.43383,144406.0846,,0.388419,156786.412,235179.6181,,0.388419,110724.2194,387534.7678,,0.37817,47886.82206,86196.2797,,0.98371387,1222.45159,22004.12862,,0.98371387,1256.018259,22608.32866,,0.98371387,1232.08771,24641.7542,,0.98371387,1195.564352,26302.41574,,0.98371387,1133.875568,27213.01364,,0.37817,146202.1487,58480.85949,,0.381453,17724.00394,106344.0236,,0.381453,18496.34731,129474.4312,,0.381453,19124.42052,162557.5744,,0.381453,20235.78481,222593.6329,,0.381453,22033.5783,308470.0962,,0.37817,22036.56054,33054.84081,,0.381453,5784.463811,46275.71049,,0.381453,6227.816391,56050.34752,,0.381453,6585.626251,65856.26251,,0.381453,6931.946901,76251.41591,,0.381453,7439.355715,89272.26858,,0.37817,59341.62668,17802.488,,0.381453,16101.52227,56355.32796,,0.381453,16675.88626,83379.43128,,0.381453,17619.75064,123338.2545,,0.381453,20395.54996,183559.9496,,0.381453,24154.83545,314012.8609,,1.0104211,3872.380664,11617.14199,,1.0193235,2197.402018,19776.61817,,1.0015187,2270.335224,22703.35224,,0.98371387,2462.534784,29550.41741,,0.99261627,2690.065217,34970.84782,,0.99261627,2977.281686,41681.9436
0.381079,50897.11031,35627.97722,,0.397452,42976.12868,51571.35442,,0.397452,44289.95684,73078.42878,,0.397452,46353.62445,106613.3362,,0.397452,56308.79403,185819.0203,,0.397452,116488.7201,582443.6004,,0.99261627,9186.318348,27558.95504,,0.397452,118038.3043,472153.2171,,0.397452,122598.1706,306495.4266,,0.397452,129001.024,387003.0721,,0.397452,153844.8052,538456.8181,,0.397452,217885.1668,871540.6671,,0.381079,216231.9029,43246.38058,,0.400463,51628.4254,77442.63811,,0.39143,52894.3853,105788.7706,,0.39143,59194.41086,147986.0271,,0.39143,160826.8119,241240.2178,,0.39143,110513.7263,386798.0421,,0.381079,47769.83182,85985.69727,,0.99261627,1182.016323,21276.29381,,0.99261627,1222.147498,21998.65496,,0.99261627,1190.450697,23809.01395,,0.99261627,1159.961539,25519.15385,,0.99261627,1095.948754,26302.7701,,0.381079,146271.6606,58508.66426,,0.38441,17728.15547,106368.9328,,0.38441,18484.68433,129392.7903,,0.38441,19130.5676,162609.8246,,0.38441,20288.0448,223168.4928,,0.38441,22140.63537,309968.8951,,0.381079,21961.79815,32942.69722,,0.38441,5804.269785,46434.15828,,0.38441,6207.643371,55868.79034,,0.38441,6603.342971,66033.42971,,0.38441,6958.073829,76538.81212,,0.38441,7440.498141,89285.97769,,0.381079,59696.6159,17908.98477,,0.38441,16279.73355,56979.06743,,0.38441,16793.25903,83966.29516,,0.38441,17878.52864,125149.7005,,0.38441,20599.84249,185398.5824,,0.38441,24343.63186,316467.2141,,1.0193235,3929.981448,11789.94434,,1.0282259,2168.119182,19513.07263,,1.0104211,2289.694798,22896.94798,,0.99261627,2448.313365,29379.76038,,1.0015187,2637.173714,34283.25828,,1.0015187,2922.755454,40918.57635
0.383988,51146.54105,35802.57874,,0.400463,43316.24827,51979.49792,,0.400463,44728.18043,73801.49771,,0.400463,46830.05162,107709.1187,,0.400463,57293.76136,189069.4125,,0.400463,118647.4126,593237.0628,,1.0015187,8961.24803,26883.74409,,0.400463,117708.3465,470833.3858,,0.400463,122187.1899,305467.9746,,0.400463,128454.1544,385362.4633,,0.400463,153229.0401,536301.6405,,0.400463,216081.1674,864324.6696,,0.383988,217506.2124,43501.24248,,0.403474,52778.07226,79167.10839,,0.394441,53855.30116,107710.6023,,0.394441,60319.7991,150799.4977,,0.394441,164067.7915,246101.6872,,0.394441,110056.7274,385198.5459,,0.383988,47501.05847,85501.90525,,1.0015187,1139.186154,20505.35077,,1.0015187,1169.487957,21050.78323,,1.0015187,1151.776113,23035.52225,,1.0015187,1121.83335,24680.33371,,1.0015187,1058.810826,25411.45983,,0.383988,146785.2134,58714.08536,,0.387367,17731.57976,106389.4786,,0.387367,18501.63084,129511.4159,,0.387367,19156.62051,162831.2743,,0.387367,20331.37681,223645.1449,,0.387367,22247.82788,311469.5903,,0.383988,21891.099,32836.6485,,0.387367,5814.158467,46513.26774,,0.387367,6243.37754,56190.39786,,0.387367,6638.372257,66383.72257,,0.387367,6966.928234,76636.21058,,0.387367,7436.082061,89232.98473,,0.383988,60247.32923,18074.19877,,0.387367,16378.9795,57326.42825,,0.387367,16948.70648,84743.53238,,0.387367,18110.2192,126771.5344,,0.387367,20798.30788,187184.7709,,0.387367,24464.29108,318035.7841,,1.0282259,3962.180879,11886.54264,,1.0371282,2160.273211,19442.45889,,1.0193235,2284.090598,22840.90598,,1.0015187,2408.150998,28897.81197,,1.0104211,2650.042599,34450.55379,,1.0104211,2910.083716,40741.17202
0.386897,51476.16248,36033.31374,,0.403474,43647.32207,52376.78648,,0.403474,45067.37138,74361.16278,,0.403474,47257.53003,108692.3191,,0.403474,58319.31199,192453.7296,,0.403474,120708.1452,603540.7259,,1.0104211,8733.206357,26199.61907,,0.403474,117131.6271,468526.5082,,0.403474,121560.9623,303902.4059,,0.403474,127753.5162,383260.5485,,0.403474,152227.7345,532797.0709,,0.403474,213581.2664,854325.0656,,0.386897,219472.9474,43894.58948,,0.406485,54051.71287,81077.56931,,0.397452,55116.46976,110232.9395,,0.397452,61856.42047,154641.0512,,0.397452,167964.4143,251946.6214,,0.397452,109443.3038,383051.5633,,0.386897,47399.40311,85318.9256,,1.0104211,1099.678658,19794.21585,,1.0104211,1142.163917,20558.9505,,1.0104211,1125.124362,22502.48723,,1.0104211,1085.06934,23871.52547,,1.0104211,1037.772038,24906.52892,,0.386897,147515.7749,59006.30997,,0.390324,17730.83317,106384.999,,0.390324,18487.41523,129411.9066,,0.390324,19142.96426,162715.1962,,0.390324,20346.6902,223813.5922,,0.390324,22338.59752,312740.3653,,0.386897,21899.32345,32848.98517,,0.390324,5857.264656,46858.11725,,0.390324,6290.092444,56610.83199,,0.390324,6641.818081,66418.18081,,0.390324,7007.820555,77086.02611,,0.390324,7505.467625,90065.6115,,0.386897,60802.101,18240.6303,,0.390324,16581.26471,58034.42647,,0.390324,17157.32769,85786.63843,,0.390324,18297.35874,128081.5112,,0.390324,20965.1025,188685.9225,,0.390324,24700.07386,321100.9601,,1.0371282,3928.681259,11786.04378,,1.0460306,2167.997992,19511.98193,,1.0282259,2274.189933,22741.89933,,1.0104211,2425.94115,29111.2938,,1.0193235,2647.02003,34411.26039,,1.0193235,2909.264297,40729.70015
0.389806,51709.27827,36196.49479,,0.406485,44068.36663,52882.03996,,0.406485,45497.86633,75071.47945,,0.406485,47840.59103,110033.3594,,0.406485,59304.10604,195703.5499,,0.406485,123019.6318,615098.1591,,1.0193235,8400.860568,25202.5817,,0.406485,116594.9258,466379.7033,,0.406485,121076.6871,302691.7177,,0.406485,127178.2429,381534.7288,,0.406485,151306.8348,529573.9218,,0.406485,211070.2234,844280.8935,,0.389806,219565.7973,43913.15946,,0.409496,55224.88192,82837.32289,,0.400463,56295.6352,112591.2704,,0.400463,63294.06916,158235.1729,,0.400463,171677.6019,257516.4028,,0.400463,108937.7268,381282.0439,,0.389806,47205.33011,84969.5942,,1.0193235,1078.178335,19407.21002,,1.0193235,1119.682575,20154.28635,,1.0193235,1090.919667,21818.39335,,1.0193235,1061.034559,23342.7603,,1.0193235,1006.964246,24167.14189,,0.389806,147180.1097,58872.04389,,0.393281,17778.66909,106672.0146,,0.393281,18502.6651,129518.6557,,0.393281,19142.2164,162708.8394,,0.393281,20409.0285,224499.3135,,0.393281,22375.62584,313258.7617,,0.389806,21597.40089,32396.10133,,0.393281,5868.110564,46944.88451,,0.393281,6308.66794,56778.01146,,0.393281,6648.620752,66486.20752,,0.393281,7012.637109,77139.0082,,0.393281,7536.238549,90434.86258,,0.389806,60745.63757,18223.69127,,0.393281,16774.0954,58709.33391,,0.393281,17338.77651,86693.88253,,0.393281,18450.64707,129154.5295,,0.393281,21225.23323,191027.0991,,0.393281,24921.34207,323977.4469,,1.0460306,3856.474514,11569.42354,,1.054933,2164.617884,19481.56096,,1.0371282,2273.024407,22730.24407,,1.0193235,2431.923024,29183.07629,,1.0282259,2631.475601,34209.18281,,1.0282259,2894.27841,40519.89774
0.392715,52016.4583,36411.52081,,0.409496,44484.53345,53381.44014,,0.409496,45864.4705,75676.37633,,0.409496,48228.08659,110924.5992,,0.409496,60260.16924,198858.5585,,0.409496,124893.9841,624469.9207,,1.0282259,8169.061701,24507.1851,,0.409496,116153.5411,464614.1646,,0.409496,120579.6532,301449.133,,0.409496,126598.9037,379796.711,,0.409496,150496.0662,526736.2316,,0.409496,209031.7049,836126.8195,,0.392715,221397.1865,44279.43731,,0.412507,56527.6996,84791.54941,,0.403474,57476.47346,114952.9469,,0.403474,64633.95726,161584.8932,,0.403474,175547.773,263321.6595,,0.403474,107936.2014,377776.7048,,0.392715,47041.07618,84673.93712,,1.0282259,1042.700559,18768.61007,,1.0282259,1079.842928,19437.1727,,1.0282259,1066.121941,21322.43882,,1.0282259,1027.816657,22611.96646,,1.0282259,985.3991008,23649.57842,,0.392715,147282.5072,58913.0029,,0.396238,17675.19377,106051.1626,,0.396238,18510.05646,129570.3952,,0.396238,19130.25386,162607.1578,,0.396238,20430.44443,224734.8887,,0.396238,22439.25681,314149.5953,,0.392715,21553.38312,32330.07468,,0.396238,5916.418483,47331.34787,,0.396238,6312.152899,56809.37609,,0.396238,6671.072037,66710.72037,,0.396238,7034.258477,77376.84325,,0.396238,7542.155627,90505.86752,,0.392715,61572.09898,18471.62969,,0.396238,16943.38637,59301.85228,,0.396238,17482.58699,87412.93496,,0.396238,18738.356,131168.492,,0.396238,21499.52789,193495.751,,0.396238,25110.0852,326431.1077,,1.054933,3843.816502,11531.44951,,1.0638354,2156.790989,19411.11891,,1.0460306,2232.566302,22325.66302,,1.0282259,2421.105526,29053.26631,,1.0371282,2645.926281,34397.04165,,1.0371282,2864.387282,40101.42195
0.395624,52015.9295,36411.15065,,0.412507,44887.90156,53865.48187,,0.412507,46299.92273,76394.87251,,0.412507,48816.57608,112278.125,,0.412507,61270.37401,202192.2342,,0.412507,126876.6694,634383.3471,,1.0371282,7932.863161,23798.58948,,0.412507,115796.3962,463185.5848,,0.412507,120046.0334,300115.0836,,0.412507,126095.8883,378287.6649,,0.412507,149597.422,523590.977,,0.412507,206660.0106,826640.0425,,0.395624,222198.2951,44439.65902,,0.415518,57820.97542,86731.46313,,0.406485,58995.16786,117990.3357,,0.406485,66274.3489,165685.8722,,0.406485,180227.1069,270340.6604,,0.406485,106869.4272,374042.9952,,0.395624,47111.73974,84801.13154,,1.0371282,1012.733113,18229.19603,,1.0371282,1047.26081,18850.69458,,1.0371282,1039.09129,20781.8258,,1.0371282,1006.194822,22136.28608,,1.0371282,954.205203,22900.92487,,0.395624,147443.7942,58977.51769,,0.399195,17629.45806,105776.7484,,0.399195,18432.02823,129024.1976,,0.399195,19091.87316,162280.9218,,0.399195,20405.57343,224461.3077,,0.399195,22457.04542,314398.6359,,0.395624,21488.016,32232.024,,0.399195,5932.76214,47462.09712,,0.399195,6328.501536,56956.51383,,0.399195,6695.654857,66956.54857,,0.399195,7076.288806,77839.17686,,0.399195,7538.357612,90460.29134,,0.395624,62522.68848,18756.80654,,0.399195,17119.6798,59918.87931,,0.399195,17711.53396,88557.66979,,0.399195,18879.40064,132155.8045,,0.399195,21711.84522,195406.607,,0.399195,25337.14085,329382.831,,1.0638354,3813.156441,11439.46932,,1.0727378,2130.138297,19171.24468,,1.054933,2246.936845,22469.36845,,1.0371282,2384.34968,28612.19616,,1.0460306,2615.475388,34001.18005,,1.0460306,2844.552389,39823.73344
0.398533,52191.37872,36533.9651,,0.415518,45287.56063,54345.07276,,0.415518,46726.44406,77098.6327,,0.415518,49346.55212,113497.0699,,0.415518,62275.12857,205507.9243,,0.415518,128530.7203,642653.6015,,1.0460306,7771.138891,23313.41667,,0.415518,115207.687,460830.7481,,0.415518,119371.3966,298428.4916,,0.415518,125347.4835,376042.4504,,0.415518,148539.0264,519886.5925,,0.415518,203883.1489,815532.5954,,0.398533,223742.1537,44748.43073,,0.418529,58932.09089,88398.13634,,0.409496,60234.41527,120468.8305,,0.409496,67740.39677,169350.9919,,0.409496,183580.5518,275370.8277,,0.409496,105820.2218,370370.7764,,0.398533,46854.7756,84338.59607,,1.0460306,984.6985076,17724.57314,,1.0460306,1012.83143,18230.96574,,1.0460306,1004.594841,20091.89682,,1.0460306,977.4842982,21504.65456,,1.0460306,934.2935291,22423.0447,,0.398533,147631.8251,59052.73006,,0.402152,17604.31932,105625.9159,,0.402152,18392.95425,128750.6798,,0.402152,19081.66222,162194.1289,,0.402152,20453.41635,224987.5798,,0.402152,22515.16073,315212.2503,,0.398533,21340.49674,32010.7451,,0.402152,5922.606688,47380.8535,,0.402152,6339.677403,57057.09663,,0.402152,6691.586308,66915.86308,,0.402152,7061.80828,77679.89108,,0.402152,7558.914719,90706.97662,,0.398533,62815.70249,18844.71075,,0.402152,17236.89182,60329.12136,,0.402152,17845.05348,89225.26738,,0.402152,19066.04096,133462.2867,,0.402152,21881.56831,196934.1148,,0.402152,25537.80167,331991.4217,,1.0727378,3848.06366,11544.19098,,1.0816402,2169.950518,19529.55467,,1.0638354,2267.301117,22673.01117,,1.0460306,2393.51865,28722.2238,,1.054933,2588.351702,33648.57212,,1.054933,2854.93552,39969.09728
0.401442,52338.40529,36636.88371,,0.418529,45639.8897,54767.86764,,0.418529,47219.09498,77911.50672,,0.418529,49862.53458,114683.8295,,0.418529,63397.68716,209212.3676,,0.418529,130188.8673,650944.3365,,1.054933,7670.532365,23011.5971,,0.418529,114615.8059,458463.2237,,0.418529,118763.0719,296907.6797,,0.418529,124617.2136,373851.6409,,0.418529,147497.1451,516240.0078,,0.418529,201308.2933,805233.1733,,0.401442,224360.2291,44872.04581,,0.42154,60193.89773,90290.8466,,0.412507,61609.66781,123219.3356,,0.412507,69366.56421,173416.4105,,0.412507,187285.8682,280928.8023,,0.412507,104820.6748,366872.3617,,0.401442,46635.42224,83943.76003,,1.054933,954.8249012,17186.84822,,1.054933,989.9642861,17819.35715,,1.054933,975.8040219,19516.08044,,1.054933,951.2303944,20927.06868,,1.054933,910.70813,21856.99512,,0.401442,147896.8855,59158.75422,,0.405109,17550.96792,105305.8075,,0.405109,18347.59067,128433.1347,,0.405109,19079.52607,162175.9716,,0.405109,20408.68576,224495.5434,,0.405109,22506.98963,315097.8548,,0.401442,21183.88695,31775.83042,,0.405109,5958.198522,47665.58817,,0.405109,6357.732778,57219.595,,0.405109,6710.42707,67104.2707,,0.405109,7070.334162,77773.67579,,0.405109,7588.481102,91061.77323,,0.401442,62697.70115,18809.31034,,0.405109,17377.1653,60820.07856,,0.405109,18029.10236,90145.51181,,0.405109,19279.22787,134954.5951,,0.405109,22109.48051,198985.3246,,0.405109,25627.44917,333156.8393,,1.0816402,3827.80672,11483.42016,,1.0905425,2129.915955,19169.2436,,1.0727378,2218.518002,22185.18002,,1.054933,2393.5176,28722.2112,,1.0638354,2588.439896,33649.71865,,1.0638354,2801.506208,39221.08692
