ODPA-AP6F-ODPA-PEG1500 (10%),,,,ODPA-AP6F-ODPA-PEG1500 (20%),,,,ODPA-AP6F-ODPA-PEG1500 (30%),,,,ODPA-AP6F-ODPA-PEG1500 (40%),,,,ODPA-AP6F-ODPA-PEG1500 (50%),,
5.5347419,2804.310801,2804.310801,,12.205435,973.9179057,6817.42534,,12.157097,487.2426818,9257.610955,,1.02214,29696.22719,29696.22719,,1.87254,9818.941577,19637.88315
5.5830801,2816.940958,2816.940958,,12.253773,964.77661,6753.43627,,12.205435,484.8678093,9212.488377,,1.02512,29746.97034,29746.97034,,1.89072,9689.555262,19379.11052
5.6314182,2833.926224,2833.926224,,12.302111,957.5316486,6702.72154,,12.253773,481.2604172,9143.947927,,1.0281,29775.43524,29775.43524,,1.9089,9565.483837,19130.96767
5.679757,2855.269505,2855.269505,,12.35045,947.0170257,6629.11918,,12.302111,479.2833131,9106.382949,,1.03108,29698.21534,29698.21534,,1.92708,9441.416704,18882.83341
5.7280952,2867.678265,2867.678265,,12.398788,938.8042186,6571.62953,,12.35045,476.4081839,9051.755494,,1.03406,29554.00406,29554.00406,,1.94526,9309.022886,18618.04577
5.7764333,2867.255796,2867.255796,,12.447127,930.1038457,6510.72692,,12.398788,473.2564744,8991.873014,,1.03704,29494.36088,29494.36088,,1.96344,9164.253001,18328.506
5.8247721,2915.264732,2915.264732,,12.495465,921.9008171,6453.30572,,12.447127,471.1777939,8952.378083,,1.04002,29391.41481,29391.41481,,1.98162,8944.53419,17889.06838
5.8731103,2911.397218,2911.397218,,12.543803,915.74373,6410.20611,,12.495465,468.0117755,8892.223734,,1.043,29267.79383,29267.79383,,1.9998,8905.95173,17811.90346
5.9214485,2940.755699,2940.755699,,12.592142,908.3744729,6358.62131,,12.543803,465.6608205,8847.55559,,1.04598,29245.83549,29245.83549,,2.01798,8799.064997,17598.12999
5.9697872,2960.57017,2960.57017,,12.64048,900.02939,6300.20573,,12.592142,462.7283926,8791.83946,,1.04896,29106.95715,29106.95715,,2.03616,8710.916691,17421.83338
6.0181254,2975.123862,2975.123862,,12.688818,893.5951371,6255.16596,,12.64048,459.3527808,8727.702835,,1.05194,29077.19541,29077.19541,,2.05434,8615.12566,17230.25132
6.0664636,2993.69362,2993.69362,,12.737157,884.2091886,6189.46432,,12.688818,458.5642582,8712.720906,,1.05492,29065.07027,29065.07027,,2.07252,8485.452858,16970.90572
6.1148018,3020.941324,3020.941324,,12.785496,877.1824957,6140.27747,,12.737157,454.4495499,8634.541448,,1.0579,28958.03571,28958.03571,,2.0907,8360.900973,16721.80195
6.1631405,3022.944354,3022.944354,,12.833834,870.1585043,6091.10953,,12.785496,451.977054,8587.564026,,1.06088,28871.1809,28871.1809,,2.10888,8269.502403,16539.00481
6.2114787,3054.790467,3054.790467,,12.882172,864.3107743,6050.17542,,12.833834,449.1195066,8533.270626,,1.06386,28889.9407,28889.9407,,2.12706,8176.277163,16352.55433
6.2598169,3076.84657,3076.84657,,12.93051,857.8904471,6005.23313,,12.882172,446.8611148,8490.361181,,1.06684,28866.53347,28866.53347,,2.14524,8084.407655,16168.81531
6.3081557,3113.598939,3113.598939,,12.978848,849.7803343,5948.46234,,12.93051,443.818972,8432.560467,,1.06982,28791.0223,28791.0223,,2.16342,7978.312657,15956.62531
6.3564938,3136.040282,3136.040282,,13.027186,842.9763414,5900.83439,,12.978848,442.7191332,8411.663531,,1.0728,28696.85052,28696.85052,,2.1816,7896.593587,15793.18717
6.404832,3170.686493,3170.686493,,13.075526,837.7301971,5864.11138,,13.027186,439.4172539,8348.927825,,1.07578,28663.72074,28663.72074,,2.19978,7829.259007,15658.51801
6.4531708,3195.574811,3195.574811,,13.123864,830.6875186,5814.81263,,13.075526,437.0765097,8304.453684,,1.07876,28446.39103,28446.39103,,2.21796,7731.441078,15462.88216
6.501509,3235.249684,3235.249684,,13.172202,825.2896943,5777.02786,,13.123864,434.0275012,8246.522523,,1.08174,28395.93834,28395.93834,,2.23614,7642.495462,15284.99092
6.5498471,3263.643978,3263.643978,,13.22054,818.7069657,5730.94876,,13.172202,431.6224639,8200.826814,,1.08472,28422.09625,28422.09625,,2.25432,7545.407315,15090.81463
6.5981853,3290.893176,3290.893176,,13.268878,812.7922329,5689.54563,,13.22054,430.0475343,8170.903151,,1.0877,28459.43508,28459.43508,,2.2725,7462.329773,14924.65955
6.6465241,3325.320463,3325.320463,,13.317217,807.2359543,5650.65168,,13.268878,427.0853609,8114.621856,,1.09068,28233.66669,28233.66669,,2.29068,7402.283016,14804.56603
6.6948622,3358.883334,3358.883334,,13.365556,802.2171729,5615.52021,,13.317217,424.8527513,8072.202275,,1.09366,28295.13069,28295.13069,,2.30886,7326.050187,14652.10037
6.7432004,3409.696937,3409.696937,,13.413894,795.7279571,5570.0957,,13.365556,422.9977026,8036.956348,,1.09664,28192.73105,28192.73105,,2.32704,7248.317189,14496.63438
6.7915392,3436.364542,3436.364542,,13.462232,789.8391243,5528.87387,,13.413894,421.3977413,8006.557085,,1.09962,27974.68027,27974.68027,,2.34522,7173.596568,14347.19314
6.8398774,3488.665811,3488.665811,,13.510571,783.6389329,5485.47253,,13.462232,418.7204728,7955.688983,,1.1026,27918.42437,27918.42437,,2.3634,7097.258517,14194.51703
6.8882155,3533.109539,3533.109539,,13.558909,775.78472,5430.49304,,13.510571,415.4024693,7892.646916,,1.10558,28120.68297,28120.68297,,2.38158,7045.732308,14091.46462
6.9365543,3567.69748,3567.69748,,13.607247,768.3219386,5378.25357,,13.558909,411.7124013,7822.535624,,1.10856,28213.53848,28213.53848,,2.39976,6961.076402,13922.1528
6.9848925,3620.348628,3620.348628,,13.655585,764.2568371,5349.79786,,13.607247,409.5635332,7781.707131,,1.11154,27945.6563,27945.6563,,2.41794,6887.091073,13774.18215
7.0332307,3665.416238,3665.416238,,13.703924,759.3008671,5315.10607,,13.655585,407.9927681,7751.862594,,1.11452,27626.01075,27626.01075,,2.43612,6821.007898,13642.0158
7.0815694,3708.649131,3708.649131,,13.752263,753.71576,5276.01032,,13.703924,405.6324193,7707.015966,,1.1175,27606.21274,27606.21274,,2.4543,6752.21472,13504.42944
7.1299076,3744.297031,3744.297031,,13.800601,749.1183114,5243.82818,,13.752263,403.209898,7660.988062,,1.12048,27481.43414,27481.43414,,2.47248,6698.626443,13397.25289
7.1782458,3806.646051,3806.646051,,13.848939,743.8804529,5207.16317,,13.800601,400.850209,7616.153971,,1.12346,27561.88718,27561.88718,,2.49066,6614.364004,13228.72801
7.226584,3863.988434,3863.988434,,13.897277,739.2573443,5174.80141,,13.848939,399.0597027,7582.134351,,1.12644,27427.27992,27427.27992,,2.50884,6564.276241,13128.55248
7.2749227,3922.20252,3922.20252,,13.945615,733.7887557,5136.52129,,13.897277,397.1104753,7545.09903,,1.12942,27244.02436,27244.02436,,2.52702,6516.038068,13032.07614
7.3232609,3977.722835,3977.722835,,13.993955,729.7750971,5108.42568,,13.945615,394.2204219,7490.188017,,1.1324,27542.74087,27542.74087,,2.5452,6440.82078,12881.64156
7.3715991,4041.91375,4041.91375,,14.042293,725.33337,5077.33359,,13.993955,392.620545,7459.790355,,1.13538,27509.35513,27509.35513,,2.56338,6393.521489,12787.04298
7.4199378,4108.412359,4108.412359,,14.090631,720.9965043,5046.97553,,14.042293,390.9155483,7427.395418,,1.13836,27389.48829,27389.48829,,2.58156,6335.895518,12671.79104
7.468276,4169.390746,4169.390746,,14.138969,717.0247643,5019.17335,,14.090631,387.9626272,7371.289917,,1.14134,27208.57243,27208.57243,,2.59974,6290.57465,12581.1493
7.5166142,4236.981135,4236.981135,,14.187307,714.1799829,4999.25988,,14.138969,386.5821673,7345.061179,,1.14432,27198.86724,27198.86724,,2.61792,6235.343214,12470.68643
7.564953,4307.813168,4307.813168,,14.235646,708.6152929,4960.30705,,14.187307,383.7847239,7291.909753,,1.1473,27073.71888,27073.71888,,2.6361,6165.852086,12331.70417
7.6132911,4379.022748,4379.022748,,14.283984,704.0525271,4928.36769,,14.235646,381.4385631,7247.332699,,1.15028,27120.05879,27120.05879,,2.65428,6119.878332,12239.75666
7.6616293,4451.672993,4451.672993,,14.332323,699.9741143,4899.8188,,14.283984,380.0697916,7221.32604,,1.15326,26968.13571,26968.13571,,2.67246,6067.696135,12135.39227
7.7099675,4513.238271,4513.238271,,14.380661,696.4767014,4875.33691,,14.332323,377.4676546,7171.885438,,1.15624,26994.40498,26994.40498,,2.69064,6022.267367,12044.53473
7.7583063,4571.992732,4571.992732,,14.428999,692.5395957,4847.77717,,14.380661,376.0665887,7145.265185,,1.15922,26734.12187,26734.12187,,2.70882,5978.163606,11956.32721
7.8066444,4648.842201,4648.842201,,14.477338,689.48288,4826.38016,,14.428999,374.3840624,7113.297185,,1.1622,26672.97894,26672.97894,,2.727,5925.936763,11851.87353
7.8549826,4739.661073,4739.661073,,14.525676,684.3839857,4790.6879,,14.477338,372.2400516,7072.56098,,1.16518,26775.56683,26775.56683,,2.74518,5894.316043,11788.63209
7.9033214,4822.670441,4822.670441,,14.574014,681.61317,4771.29219,,14.525676,369.7205968,7024.691339,,1.16816,26784.02615,26784.02615,,2.76336,5859.453602,11718.9072
7.9516596,4899.227374,4899.227374,,14.622352,678.4987386,4749.49117,,14.574014,368.3667714,6998.968656,,1.17114,26590.25825,26590.25825,,2.78154,5809.561987,11619.12397
7.9999977,4984.493621,4984.493621,,14.670691,675.4267629,4727.98734,,14.622352,366.62876,6965.946441,,1.17412,26634.80479,26634.80479,,2.79972,5763.687628,11527.37526
8.0483365,5073.523167,5073.523167,,14.71903,671.3102429,4699.1717,,14.670691,364.5111915,6925.712638,,1.1771,26604.45294,26604.45294,,2.8179,5718.899882,11437.79976
8.0966747,5160.676023,5160.676023,,14.767368,668.9275257,4682.49268,,14.71903,362.9186578,6895.454499,,1.18008,26526.19003,26526.19003,,2.83608,5663.985186,11327.97037
8.1450129,5243.118598,5243.118598,,14.815706,663.7893286,4646.5253,,14.767368,360.9142077,6857.369947,,1.18306,26485.94735,26485.94735,,2.85426,5627.652631,11255.30526
8.1933516,5333.830167,5333.830167,,14.912382,657.3023071,4601.11615,,14.815706,357.5435053,6793.326601,,1.18604,26356.36902,26356.36902,,2.87244,5604.069348,11208.1387
8.2416898,5415.904994,5415.904994,,14.960722,656.3748571,4594.624,,14.912382,353.1617887,6710.073986,,1.18902,26351.6322,26351.6322,,2.89062,5552.215517,11104.43103
8.290028,5510.684742,5510.684742,,15.00906,653.5017629,4574.51234,,14.960722,352.9690778,6706.412478,,1.192,26474.65516,26474.65516,,2.9088,5531.323276,11062.64655
8.3383662,5601.149571,5601.149571,,15.057398,647.3715029,4531.60052,,15.00906,350.8989828,6667.080673,,1.19498,26287.4818,26287.4818,,2.92698,5489.027914,10978.05583
8.3867049,5686.740746,5686.740746,,15.105736,643.7418629,4506.19304,,15.057398,347.0889437,6594.689929,,1.20353,26057.72356,26057.72356,,2.94516,5455.174972,10910.34994
8.4350431,5789.784344,5789.784344,,15.154074,638.7865357,4471.50575,,15.105736,345.966616,6573.365705,,1.22326,25660.96117,25660.96117,,2.96334,5411.585317,10823.17063
8.4833813,5877.108544,5877.108544,,15.202413,636.7587586,4457.31131,,15.154074,342.7385928,6512.033263,,1.24299,25269.85544,25269.85544,,2.98152,5384.409345,10768.81869
8.53172,5967.427922,5967.427922,,15.250751,634.0464929,4438.32545,,15.202413,341.3851675,6486.318182,,1.26272,24901.61771,24901.61771,,2.9997,5364.266161,10728.53232
8.5800582,6057.140842,6057.140842,,15.29909,629.4128857,4405.8902,,15.250751,340.0508115,6460.965419,,1.28245,24551.71174,24551.71174,,3.01788,5303.607925,10607.21585
8.6283964,6149.255546,6149.255546,,15.347428,627.5623971,4392.93678,,15.29909,337.7935041,6418.076579,,1.30218,24188.08574,24188.08574,,3.03606,5275.260209,10550.52042
8.6767352,6243.240236,6243.240236,,15.395766,624.3437343,4370.40614,,15.347428,335.6934166,6378.174916,,1.32191,23819.18045,23819.18045,,3.05424,5243.643829,10487.28766
8.7250733,6337.787241,6337.787241,,15.444105,616.8435086,4317.90456,,15.395766,333.5385145,6337.231776,,1.34164,23475.43939,23475.43939,,3.07242,5208.874297,10417.74859
8.7734115,6422.149435,6422.149435,,15.492443,612.3691157,4286.58381,,15.444105,329.4162487,6258.908726,,1.36137,23125.07748,23125.07748,,3.0906,5189.63767,10379.27534
8.8217497,6516.006084,6516.006084,,15.540781,608.8002171,4261.60152,,15.492443,326.0578688,6195.099508,,1.3811,22794.89107,22794.89107,,3.10878,5150.334705,10300.66941
8.8700885,6599.701768,6599.701768,,15.58912,605.2914243,4237.03997,,15.540781,324.2801035,6161.321967,,1.40083,22467.96275,22467.96275,,3.12696,5145.299334,10290.59867
8.9184266,6689.924372,6689.924372,,15.637459,601.08315,4207.58205,,15.58912,321.7252199,6112.779177,,1.42056,22123.37303,22123.37303,,3.14514,5110.724571,10221.44914
8.9667648,6781.555831,6781.555831,,15.685797,597.32473,4181.27311,,15.637459,319.3369837,6067.40269,,1.44029,21771.38759,21771.38759,,3.16332,5087.959124,10175.91825
9.0151036,6866.92547,6866.92547,,15.734135,593.1538286,4152.0768,,15.685797,317.1726482,6026.280315,,1.46002,21457.35667,21457.35667,,3.1815,5050.056994,10100.11399
9.0634418,6944.176042,6944.176042,,15.782473,590.4987857,4133.4915,,15.734135,315.4132728,5992.852183,,1.47975,21124.24011,21124.24011,,3.19968,5027.139633,10054.27927
9.1117799,7022.343316,7022.343316,,15.830811,586.1557843,4103.09049,,15.782473,312.9373996,5945.810593,,1.49948,20817.94083,20817.94083,,3.21786,4998.132148,9996.264295
9.1601187,7090.01704,7090.01704,,15.879149,581.3921286,4069.7449,,15.830811,309.5694536,5881.819619,,1.51921,20478.16908,20478.16908,,3.23604,4957.977537,9915.955075
9.2084569,7175.700404,7175.700404,,15.927489,576.9668071,4038.76765,,15.879149,306.5180613,5823.843164,,1.53894,20172.31418,20172.31418,,3.25422,4931.265213,9862.530426
9.256795,7234.622339,7234.622339,,15.975827,575.0974714,4025.6823,,15.927489,303.2762686,5762.249103,,1.55867,19891.75529,19891.75529,,3.2724,4910.74158,9821.48316
9.3051338,7301.729709,7301.729709,,16.024165,574.5598471,4021.91893,,15.975827,302.1002498,5739.904747,,1.5784,19564.34902,19564.34902,,3.29058,4888.279408,9776.558816
9.353472,7366.727061,7366.727061,,16.072503,574.6242743,4022.36992,,16.024165,302.1868975,5741.551053,,1.59813,19266.56603,19266.56603,,3.30876,4869.883233,9739.766466
9.4018102,7440.110821,7440.110821,,16.120842,572.0947343,4004.66314,,16.072503,301.5055666,5728.605765,,1.61786,18996.90488,18996.90488,,3.32694,4836.471815,9672.943629
9.4501483,7492.217988,7492.217988,,16.16918,572.1986143,4005.3903,,16.120842,299.5174337,5690.83124,,1.63759,18712.97526,18712.97526,,3.34512,4809.740911,9619.481822
9.4984871,7544.969325,7544.969325,,16.217518,569.19706,3984.37942,,16.16918,298.7560317,5676.364602,,1.65732,18449.97312,18449.97312,,3.3633,4787.558065,9575.11613
9.5468253,7589.900103,7589.900103,,16.265857,566.4621343,3965.23494,,16.217518,296.3235956,5630.148316,,1.67705,18168.35023,18168.35023,,3.38148,4773.453688,9546.907377
9.5951635,7630.287278,7630.287278,,16.314195,560.4841586,3923.38911,,16.265857,294.1854403,5589.523366,,1.69678,17911.9375,17911.9375,,3.39966,4763.335887,9526.671774
9.6435022,7654.924023,7654.924023,,16.362534,557.3290714,3901.3035,,16.314195,290.9743556,5528.512757,,1.71651,17669.62239,17669.62239,,3.41784,4740.381745,9480.763489
9.6918404,7682.193574,7682.193574,,16.410872,553.2562771,3872.79394,,16.362534,289.072682,5492.380958,,1.73624,17376.94484,17376.94484,,3.43602,4702.472708,9404.945415
9.7401786,7713.123735,7713.123735,,16.45921,548.4321957,3839.02537,,16.410872,286.9979023,5452.960145,,1.75597,17160.48774,17160.48774,,3.4542,4681.921822,9363.843644
9.7885174,7735.851304,7735.851304,,16.507548,544.1600171,3809.12012,,16.45921,283.7876926,5391.966158,,1.7757,16915.83549,16915.83549,,3.47238,4659.859654,9319.719308
9.8368555,7746.30094,7746.30094,,16.555887,540.3285171,3782.29962,,16.507548,280.5100446,5329.690847,,1.79543,16667.64233,16667.64233,,3.49056,4659.497607,9318.995214
9.8851937,7756.178554,7756.178554,,16.604226,536.1806871,3753.26481,,16.555887,278.9521329,5300.090525,,1.81516,16453.14035,16453.14035,,3.50874,4625.288909,9250.577817
9.9335319,7767.20792,7767.20792,,16.652564,530.5718514,3714.00296,,16.604226,274.9945205,5224.89589,,1.83489,16213.61161,16213.61161,,3.52692,4621.822936,9243.645872
9.9818707,7761.016423,7761.016423,,16.700902,527.2045,3690.4315,,16.652564,271.5177948,5158.838102,,1.85462,15995.03274,15995.03274,,3.5451,4598.3035,9196.607
10.030209,7752.110726,7752.110726,,16.74924,521.7409486,3652.18664,,16.700902,269.5697004,5121.824308,,1.87435,15782.92054,15782.92054,,3.56328,4573.899863,9147.799725
10.078547,7739.705717,7739.705717,,16.797578,517.5039714,3622.5278,,16.74924,266.449035,5062.531665,,1.89408,15553.183,15553.183,,3.58146,4568.948491,9137.896981
10.126885,7727.686853,7727.686853,,16.845917,512.57056,3587.99392,,16.797578,263.7300304,5010.870577,,1.91381,15331.2866,15331.2866,,3.59964,4544.901526,9089.803052
10.175223,7699.29995,7699.29995,,16.894256,508.7825514,3561.47786,,16.845917,260.7830914,4954.878736,,1.93354,15126.60933,15126.60933,,3.61782,4506.845048,9013.690097
10.223563,7672.275529,7672.275529,,16.942594,503.2371386,3522.65997,,16.894256,258.5555433,4912.555322,,1.95327,14955.00366,14955.00366,,3.636,4498.528977,8997.057954
10.271901,7644.448729,7644.448729,,16.990932,498.1860529,3487.30237,,16.942594,255.052891,4846.00493,,1.973,14737.08833,14737.08833,,3.65418,4488.733436,8977.466873
10.320239,7615.082544,7615.082544,,17.03927,493.74976,3456.24832,,16.990932,251.7995729,4784.191885,,1.99273,14558.13408,14558.13408,,3.67236,4459.296976,8918.593952
10.368577,7582.379116,7582.379116,,17.087609,488.2005486,3417.40384,,17.03927,250.2137812,4754.061843,,2.01246,14386.64028,14386.64028,,3.69054,4444.460961,8888.921923
10.416915,7553.994921,7553.994921,,17.135947,483.55594,3384.89158,,17.087609,245.4914981,4664.338463,,2.03219,14185.16839,14185.16839,,3.70872,4412.844839,8825.689678
10.465254,7507.231704,7507.231704,,17.184286,478.5949971,3350.16498,,17.135947,242.388565,4605.382735,,2.05192,14017.89142,14017.89142,,3.7269,4391.181126,8782.362251
10.513593,7469.587392,7469.587392,,17.232624,474.1440843,3319.00859,,17.184286,239.7549766,4555.344555,,2.07165,13823.81394,13823.81394,,3.74508,4398.230721,8796.461442
10.561931,7430.969097,7430.969097,,17.280962,469.3925957,3285.74817,,17.232624,236.4373145,4492.308976,,2.09138,13670.1823,13670.1823,,3.76326,4353.885854,8707.771708
10.610269,7381.113624,7381.113624,,17.329301,464.4781014,3251.34671,,17.280962,233.8309201,4442.787483,,2.11111,13534.59233,13534.59233,,3.78144,4353.203042,8706.406084
10.658607,7337.800296,7337.800296,,17.377639,459.6510014,3217.55701,,17.329301,231.0589387,4390.119836,,2.13084,13364.67321,13364.67321,,3.79962,4332.069925,8664.13985
10.706946,7289.333843,7289.333843,,17.425977,452.99213,3170.94491,,17.377639,227.9190693,4330.462316,,2.15057,13182.19111,13182.19111,,3.8178,4316.819312,8633.638624
10.755284,7259.200111,7259.200111,,17.474315,447.7791814,3134.45427,,17.425977,224.6777522,4268.877292,,2.1703,13021.71691,13021.71691,,3.83598,4294.326455,8588.652911
10.803622,7204.44684,7204.44684,,17.522655,441.1255286,3087.8787,,17.474315,221.5771009,4209.964916,,2.19003,12855.59183,12855.59183,,3.85416,4279.494485,8558.988971
10.851961,7137.504699,7137.504699,,17.570993,438.3198843,3068.23919,,17.522655,218.0929115,4143.765319,,2.20976,12705.69122,12705.69122,,3.87234,4274.722851,8549.445702
10.9003,7096.27367,7096.27367,,17.619331,431.6212757,3021.34893,,17.570993,215.489165,4094.294135,,2.22949,12566.28052,12566.28052,,3.89052,4251.534177,8503.068354
10.948638,7038.281715,7038.281715,,17.667669,426.3810929,2984.66765,,17.619331,212.0351105,4028.6671,,2.24922,12418.51217,12418.51217,,3.9087,4240.227755,8480.45551
10.996976,6990.31915,6990.31915,,17.716007,420.7550186,2945.28513,,17.667669,208.7814791,3966.848103,,2.26895,12280.8523,12280.8523,,3.92688,4216.743038,8433.486075
11.045314,6930.080787,6930.080787,,17.764345,414.5807271,2902.06509,,17.716007,205.8858462,3911.831078,,2.28868,12137.26454,12137.26454,,3.94506,4198.442852,8396.885704
11.093652,6866.479717,6866.479717,,17.812685,410.8398743,2875.87912,,17.764345,201.9867497,3837.748244,,2.30841,12025.38262,12025.38262,,3.96324,4190.149668,8380.299335
11.141992,6808.223465,6808.223465,,17.861023,404.8226086,2833.75826,,,,,,2.32814,11901.02597,11901.02597,,3.98142,4180.059318,8360.118637
11.19033,6744.448063,6744.448063,,17.909361,399.1638286,2794.1468,,,,,,2.34787,11762.69547,11762.69547,,3.9996,4153.865548,8307.731096
11.238668,6689.18147,6689.18147,,17.957699,393.43741,2754.06187,,,,,,2.3676,11642.50542,11642.50542,,4.01778,4153.819822,8307.639644
11.287006,6626.347989,6626.347989,,18.006037,368.3661571,2578.5631,,,,,,2.38733,11524.65436,11524.65436,,4.03596,4117.112918,8234.225836
11.335344,6549.192639,6549.192639,,,,,,,,,,2.40706,11399.09679,11399.09679,,4.05414,4121.357818,8242.715636
11.383682,6474.775927,6474.775927,,,,,,,,,,2.42679,11284.23742,11284.23742,,4.07232,4112.640114,8225.280227
11.432021,6418.427744,6418.427744,,,,,,,,,,2.44652,11174.36448,11174.36448,,4.0905,4098.399748,8196.799496
11.48036,6352.435418,6352.435418,,,,,,,,,,2.46625,11020.16752,11020.16752,,4.10868,4085.343576,8170.687152
11.528698,6266.553017,6266.553017,,,,,,,,,,2.48598,10959.2416,10959.2416,,4.12686,4043.00301,8086.00602
11.577036,6194.716315,6194.716315,,,,,,,,,,2.50571,10853.28575,10853.28575,,4.14504,4043.340098,8086.680195
11.625375,6133.76777,6133.76777,,,,,,,,,,2.52544,10707.53957,10707.53957,,4.16322,4039.961651,8079.923303
11.673713,6071.20677,6071.20677,,,,,,,,,,2.54517,10631.57142,10631.57142,,4.1814,4027.051546,8054.103093
11.722051,5988.828436,5988.828436,,,,,,,,,,2.5649,10550.23042,10550.23042,,4.19958,4003.089632,8006.179263
11.77039,5916.120213,5916.120213,,,,,,,,,,2.58463,10446.51865,10446.51865,,4.21776,3983.054592,7966.109185
11.818728,5849.139345,5849.139345,,,,,,,,,,2.60436,10351.04321,10351.04321,,4.23594,3973.927168,7947.854336
11.867067,5784.003074,5784.003074,,,,,,,,,,2.62409,10263.79442,10263.79442,,4.25412,3968.609816,7937.219632
11.915405,5701.013243,5701.013243,,,,,,,,,,2.64382,10171.07196,10171.07196,,4.2723,3956.008859,7912.017718
11.963743,5635.299755,5635.299755,,,,,,,,,,2.66355,10045.03346,10045.03346,,4.29048,3953.060807,7906.121614
12.012081,5568.214134,5568.214134,,,,,,,,,,2.68328,9980.933323,9980.933323,,4.30866,3918.588391,7837.176782
12.060419,5504.214556,5504.214556,,,,,,,,,,2.70301,9889.281375,9889.281375,,4.32684,3906.470268,7812.940536
12.108759,5445.796155,5445.796155,,,,,,,,,,2.72274,9812.520388,9812.520388,,4.34502,3914.950958,7829.901916
12.157097,5362.518008,5362.518008,,,,,,,,,,2.74247,9735.951123,9735.951123,,4.3632,3913.878154,7827.756308
12.205435,5305.554354,5305.554354,,,,,,,,,,2.7622,9651.387477,9651.387477,,4.38138,3890.724885,7781.44977
12.253773,5245.15375,5245.15375,,,,,,,,,,2.78193,9582.666743,9582.666743,,4.39956,3872.005042,7744.010085
12.302111,5182.662075,5182.662075,,,,,,,,,,2.80166,9484.092312,9484.092312,,4.41774,3876.223427,7752.446854
12.35045,5129.970281,5129.970281,,,,,,,,,,2.82139,9391.838146,9391.838146,,4.43592,3869.877532,7739.755063
12.398788,5065.628885,5065.628885,,,,,,,,,,2.84112,9331.892863,9331.892863,,4.4541,3859.633781,7719.267562
12.447127,5009.00945,5009.00945,,,,,,,,,,2.86085,9247.358616,9247.358616,,4.47228,3850.63516,7701.27032
12.495465,4948.432143,4948.432143,,,,,,,,,,2.88058,9175.897389,9175.897389,,4.49046,3837.411461,7674.822923
12.543803,4901.880628,4901.880628,,,,,,,,,,2.90031,9116.684158,9116.684158,,4.50864,3818.81086,7637.62172
12.592142,4854.949106,4854.949106,,,,,,,,,,2.92004,9052.153718,9052.153718,,4.52682,3825.375072,7650.750145
12.64048,4788.974974,4788.974974,,,,,,,,,,2.93977,8972.388673,8972.388673,,4.545,3826.578103,7653.156206
12.688818,4742.225944,4742.225944,,,,,,,,,,2.9595,8913.789459,8913.789459,,4.56318,3817.450407,7634.900815
12.737157,4688.563937,4688.563937,,,,,,,,,,2.97923,8872.12274,8872.12274,,4.58136,3800.916867,7601.833734
12.785496,4645.808713,4645.808713,,,,,,,,,,2.99896,8826.743383,8826.743383,,4.59954,3790.377969,7580.755938
12.833834,4590.194517,4590.194517,,,,,,,,,,3.01869,8755.695772,8755.695772,,4.61772,3778.741727,7557.483455
12.882172,4544.290339,4544.290339,,,,,,,,,,3.03842,8664.063401,8664.063401,,4.6359,3781.748084,7563.496168
12.93051,4502.475546,4502.475546,,,,,,,,,,3.05815,8587.641222,8587.641222,,4.65408,3786.393671,7572.787342
12.978848,4455.857033,4455.857033,,,,,,,,,,3.07788,8527.390206,8527.390206,,4.67226,3771.894092,7543.788185
13.027186,4406.824078,4406.824078,,,,,,,,,,3.09761,8476.766246,8476.766246,,4.69044,3754.636304,7509.272609
13.075526,4372.116214,4372.116214,,,,,,,,,,3.11734,8439.999068,8439.999068,,4.70862,3745.143816,7490.287632
13.123864,4324.360724,4324.360724,,,,,,,,,,3.13707,8368.758336,8368.758336,,4.7268,3749.747263,7499.494525
13.172202,4288.564932,4288.564932,,,,,,,,,,3.1568,8328.712273,8328.712273,,4.74498,3729.861539,7459.723078
13.22054,4237.98404,4237.98404,,,,,,,,,,3.17653,8282.575022,8282.575022,,4.76316,3727.807269,7455.614538
13.268878,4206.090101,4206.090101,,,,,,,,,,3.19626,8211.249095,8211.249095,,4.78134,3713.923505,7427.84701
13.317217,4166.971191,4166.971191,,,,,,,,,,3.21599,8165.480801,8165.480801,,4.79952,3719.819418,7439.638837
13.365556,4135.019624,4135.019624,,,,,,,,,,3.23572,8121.038712,8121.038712,,4.8177,3717.301919,7434.603839
13.413894,4094.487034,4094.487034,,,,,,,,,,3.25545,8060.092544,8060.092544,,4.83588,3709.281147,7418.562293
13.462232,4066.255374,4066.255374,,,,,,,,,,3.27518,8007.470515,8007.470515,,4.85406,3703.405252,7406.810504
13.510571,4021.839561,4021.839561,,,,,,,,,,3.29491,7971.390321,7971.390321,,4.87224,3690.99812,7381.99624
13.558909,3983.842672,3983.842672,,,,,,,,,,3.31464,7945.190427,7945.190427,,4.89042,3685.830023,7371.660047
13.607247,3947.962971,3947.962971,,,,,,,,,,3.33437,7906.400091,7906.400091,,4.9086,3681.389787,7362.779574
13.655585,3910.390843,3910.390843,,,,,,,,,,3.3541,7867.743823,7867.743823,,4.92678,3678.343331,7356.686662
13.703924,3887.031236,3887.031236,,,,,,,,,,3.37383,7815.916419,7815.916419,,4.94496,3673.647616,7347.295231
13.752263,3845.749934,3845.749934,,,,,,,,,,3.39356,7772.059297,7772.059297,,4.96314,3677.259208,7354.518417
13.800601,3826.906512,3826.906512,,,,,,,,,,3.41329,7716.590192,7716.590192,,4.98132,3666.376409,7332.752819
