ODPA-AP6F-ODPA-PEG1500 (10%),,,,ODPA-AP6F-ODPA-PEG1500 (20%),,,,ODPA-AP6F-ODPA-PEG1500 (30%),,,,ODPA-AP6F-ODPA-PEG1500 (40%),,,,ODPA-AP6F-ODPA-PEG1500 (50%),,
0.543983,4302.075453,4302.075453,,4.8580047,526.5014014,3685.50981,,4.8096663,217.4722395,4131.972551,,0.56322,47425.94933,47425.94933,,0.586467,40321.40057,80642.80115
0.546892,4244.814989,4244.814989,,4.9063432,529.8557286,3708.9901,,4.8580047,221.1480324,4201.812616,,0.5662,47087.05002,47087.05002,,0.589356,39928.71028,79857.42055
0.549801,4108.82568,4108.82568,,4.9546814,528.4358943,3699.05126,,4.9063432,219.2501527,4165.752901,,0.56918,46756.67483,46756.67483,,0.592245,39718.87214,79437.74427
0.55271,4254.938072,4254.938072,,5.0030196,524.8467257,3673.92708,,4.9546814,219.0403032,4161.765761,,0.57216,46527.37032,46527.37032,,0.595134,39398.28189,78796.56377
0.555619,4221.947558,4221.947558,,5.0513583,528.0545,3696.3815,,5.0030196,218.9516562,4160.081467,,0.57514,46336.11977,46336.11977,,0.598023,39108.66309,78217.32617
0.558528,4233.763248,4233.763248,,5.0996965,531.9358129,3723.55069,,5.0513583,219.8027669,4176.252572,,0.57812,45688.66023,45688.66023,,0.600912,38765.71824,77531.43648
0.561437,4185.365874,4185.365874,,5.1480347,529.5437371,3706.80616,,5.0996965,219.4213369,4169.005401,,0.5811,45566.58873,45566.58873,,0.603801,38503.2446,77006.48919
0.564346,4243.052329,4243.052329,,5.1963735,529.7558743,3708.29112,,5.1480347,218.0689237,4143.309551,,0.58408,45172.78393,45172.78393,,0.60669,38296.90555,76593.8111
0.567255,4173.940763,4173.940763,,5.2447116,529.56278,3706.93946,,5.1963735,220.3307641,4186.284517,,0.58706,44958.6974,44958.6974,,0.609579,38006.6661,76013.33219
0.570164,4099.445902,4099.445902,,5.2930498,530.3339457,3712.33762,,5.2447116,218.7196161,4155.672706,,0.59004,44736.44174,44736.44174,,0.612468,37892.40885,75784.81769
0.573073,4336.856069,4336.856069,,5.3413886,529.8562443,3708.99371,,5.2930498,220.3421663,4186.50116,,0.59302,44638.28667,44638.28667,,0.615357,37537.55329,75075.10657
0.575982,4355.286468,4355.286468,,5.3897268,534.0034329,3738.02403,,5.3413886,220.6945907,4193.197223,,0.596,44288.22969,44288.22969,,0.618246,37281.34624,74562.69247
0.578891,4357.335087,4357.335087,,5.4380649,535.9831257,3751.88188,,5.3897268,222.8496344,4234.143054,,0.59898,44080.54777,44080.54777,,0.621135,37024.61727,74049.23454
0.5818,4199.95307,4199.95307,,5.4864037,533.0494771,3731.34634,,5.4380649,223.5993746,4248.388117,,0.60196,43510.60004,43510.60004,,0.624024,36843.4496,73686.8992
0.584709,4134.499529,4134.499529,,5.5347419,536.2128814,3753.49017,,5.4864037,223.1454926,4239.764359,,0.60494,43264.24773,43264.24773,,0.626913,36615.25718,73230.51436
0.587618,4108.696487,4108.696487,,5.5830801,540.4550229,3783.18516,,5.5347419,224.059131,4257.123488,,0.6079201,43033.21996,43033.21996,,0.629802,36333.65043,72667.30085
0.590527,4258.66777,4258.66777,,5.6314182,537.5959843,3763.17189,,5.5830801,222.8554858,4234.254229,,0.6109,42658.60941,42658.60941,,0.632691,36239.15781,72478.31561
0.593436,4368.691252,4368.691252,,5.679757,541.8312171,3792.81852,,5.6314182,224.3608682,4262.856496,,0.61388,42576.12915,42576.12915,,0.63558,35855.06441,71710.12882
0.596345,4335.537163,4335.537163,,5.7280952,542.59115,3798.13805,,5.679757,227.1419886,4315.697783,,0.61686,42287.26813,42287.26813,,0.638469,35549.15605,71098.3121
0.599254,4203.124099,4203.124099,,5.7764333,547.9374043,3835.56183,,5.7280952,228.2597355,4336.934975,,0.61984,42216.42715,42216.42715,,0.641358,35392.55605,70785.11209
0.602163,4187.664406,4187.664406,,5.8247721,549.6659257,3847.66148,,5.7764333,228.2778728,4337.279583,,0.62282,41801.87026,41801.87026,,0.644247,35224.82037,70449.64074
0.605072,4181.320958,4181.320958,,5.8731103,551.9946386,3863.96247,,5.8247721,232.0193932,4408.36847,,0.6258,41749.0327,41749.0327,,0.647136,34999.63475,69999.26949
0.607981,4144.673738,4144.673738,,5.9214485,552.7263271,3869.08429,,5.8731103,232.2932126,4413.571039,,0.62878,41399.94219,41399.94219,,0.650025,34886.55531,69773.11061
0.61089,4239.481204,4239.481204,,5.9697872,555.5314443,3888.72011,,5.9214485,233.3439027,4433.534152,,0.63176,41266.62581,41266.62581,,0.652914,34623.83967,69247.67934
0.613799,4253.314844,4253.314844,,6.0181254,558.59685,3910.17795,,5.9697872,234.9087416,4463.26609,,0.63474,40963.8197,40963.8197,,0.655803,34668.3322,69336.6644
0.616708,4282.842148,4282.842148,,6.0664636,560.3222986,3922.25609,,6.0181254,236.5238765,4493.953653,,0.63772,40795.9015,40795.9015,,0.658692,34321.15131,68642.30261
0.619617,4390.755534,4390.755534,,6.1148018,564.6783086,3952.74816,,6.0664636,237.3378571,4509.419285,,0.6407,40655.70792,40655.70792,,0.661581,34106.02485,68212.0497
0.622526,4195.606224,4195.606224,,6.1631405,568.1350871,3976.94561,,6.1148018,239.9769279,4559.56163,,0.64368,40482.21685,40482.21685,,0.66447,33839.83406,67679.66812
0.625435,4332.601481,4332.601481,,6.2114787,571.7042829,4001.92998,,6.1631405,241.2193463,4583.167579,,0.64666,40180.65412,40180.65412,,0.6673591,33568.56643,67137.13287
0.628344,4341.782745,4341.782745,,6.2598169,576.2965329,4034.07573,,6.2114787,243.1570025,4619.983047,,0.64964,40000.33491,40000.33491,,0.670248,33567.92647,67135.85294
0.631253,4321.109816,4321.109816,,6.3081557,580.29679,4062.07753,,6.2598169,243.4313159,4625.195001,,0.65262,39932.18466,39932.18466,,0.673137,33372.4703,66744.9406
0.634162,4337.341171,4337.341171,,6.3564938,582.9020586,4080.31441,,6.3081557,246.0586118,4675.113625,,0.6556,39728.36434,39728.36434,,0.676026,33139.64428,66279.28857
0.637071,4414.25051,4414.25051,,6.404832,588.2927171,4118.04902,,6.3564938,247.4400426,4701.360809,,0.65858,39533.04869,39533.04869,,0.678915,32875.51621,65751.03243
0.63998,4231.651778,4231.651778,,6.4531708,588.8853943,4122.19776,,6.404832,249.3458651,4737.571437,,0.66156,39239.79397,39239.79397,,0.681804,32643.77409,65287.54818
0.642889,4190.775406,4190.775406,,6.501509,594.15039,4159.05273,,6.4531708,252.4345598,4796.256636,,0.6645401,39390.46578,39390.46578,,0.684693,32587.32488,65174.64976
0.645798,4330.07004,4330.07004,,6.5498471,604.0956229,4228.66936,,6.501509,254.2299978,4830.369959,,0.66752,39047.84427,39047.84427,,0.687582,32457.87556,64915.75111
0.648707,4429.049811,4429.049811,,6.5981853,603.9136571,4227.3956,,6.5498471,257.6335645,4895.037725,,0.6705,39052.32488,39052.32488,,0.6904711,32558.24184,65116.48368
0.651616,4792.433259,4792.433259,,6.6465241,609.0337657,4263.23636,,6.5981853,258.9149904,4919.384817,,0.67348,38983.82459,38983.82459,,0.69336,32400.05644,64800.11288
0.654525,4323.502242,4323.502242,,6.6948622,612.3820429,4286.6743,,6.6465241,260.0138294,4940.262759,,0.67646,38562.23744,38562.23744,,0.696249,32215.48363,64430.96727
0.657434,4444.058353,4444.058353,,6.7432004,617.8822543,4325.17578,,6.6948622,262.0067248,4978.12777,,0.67944,38477.75764,38477.75764,,0.699138,31741.21238,63482.42476
0.660343,4515.00798,4515.00798,,6.7915392,624.3624914,4370.53744,,6.7432004,265.6399136,5047.158359,,0.68242,38319.40161,38319.40161,,0.702027,31638.59564,63277.19129
0.663252,4478.543302,4478.543302,,6.8398774,630.1706029,4411.19422,,6.7915392,268.026513,5092.503748,,0.6854,38272.6496,38272.6496,,0.704916,31528.52916,63057.05831
0.666161,4445.838274,4445.838274,,6.8882155,635.9964443,4451.97511,,6.8398774,270.9911163,5148.83121,,0.68838,38225.4259,38225.4259,,0.707805,31438.87551,62877.75101
0.66907,4451.412826,4451.412826,,6.9365543,640.4097357,4482.86815,,6.8882155,274.656311,5218.469909,,0.69136,38247.39437,38247.39437,,0.710694,31281.47143,62562.94285
0.671979,4431.564076,4431.564076,,6.9848925,648.2762743,4537.93392,,6.9365543,277.7368093,5276.999377,,0.6943401,38144.08706,38144.08706,,0.7135831,30983.01168,61966.02336
0.674888,4425.972305,4425.972305,,7.0332307,655.9986371,4591.99046,,6.9848925,279.0544637,5302.034811,,0.69732,37861.43884,37861.43884,,0.716472,30853.05339,61706.10679
0.677797,4460.562305,4460.562305,,7.0815694,661.2999729,4629.09981,,7.0332307,283.7599837,5391.439689,,0.7003,37601.82864,37601.82864,,0.719361,30817.42107,61634.84215
0.680706,4519.283067,4519.283067,,7.1299076,666.3833029,4664.68312,,7.0815694,286.4160272,5441.904518,,0.70328,37611.84437,37611.84437,,0.72225,30576.254,61152.50799
0.683615,4407.63716,4407.63716,,7.1782458,671.7158314,4702.01082,,7.1299076,288.8228835,5487.634786,,0.70626,37546.53308,37546.53308,,0.725139,30481.63812,60963.27624
0.686524,4465.292605,4465.292605,,7.226584,679.3882186,4755.71753,,7.1782458,290.1329786,5512.526593,,0.70924,37393.86459,37393.86459,,0.728028,30237.19867,60474.39733
0.689433,4368.678993,4368.678993,,7.2749227,686.2414786,4803.69035,,7.226584,292.4932934,5557.372574,,0.71222,37256.1021,37256.1021,,0.730917,30104.99481,60209.98962
0.692342,4287.478595,4287.478595,,7.3232609,693.59251,4855.14757,,7.2749227,296.737697,5638.016243,,0.7152,37081.3976,37081.3976,,0.733806,30032.44687,60064.89374
0.695251,4470.599435,4470.599435,,7.3715991,701.0949971,4907.66498,,7.3232609,298.3848034,5669.311264,,0.71818,36881.37006,36881.37006,,0.7366951,29901.95128,59803.90256
0.69816,4468.746035,4468.746035,,7.4199378,710.15275,4971.06925,,7.3715991,301.1963097,5722.729885,,0.7211601,36793.10776,36793.10776,,0.739584,29847.89867,59695.79735
0.70090614,4468.630569,4468.630569,,7.468276,717.9330629,5025.53144,,7.4199378,306.998526,5832.971994,,0.72414,36752.69665,36752.69665,,0.742473,29741.29543,59482.59087
0.74924454,4444.710896,4444.710896,,7.5166142,726.00385,5082.02695,,7.468276,309.4702155,5879.934094,,0.72712,36712.26233,36712.26233,,0.745362,29748.29672,59496.59344
0.79758286,4531.263511,4531.263511,,7.564953,732.4270629,5126.98944,,7.5166142,312.7999295,5943.198661,,0.7301,36620.517,36620.517,,0.748251,29474.96782,58949.93564
0.84592126,4478.480789,4478.480789,,7.6132911,742.71345,5198.99415,,7.564953,316.3303659,6010.276952,,0.73308,36363.86062,36363.86062,,0.7511401,29370.08387,58740.16775
0.89425959,4516.508138,4516.508138,,7.6616293,752.6019971,5268.21398,,7.6132911,318.7743169,6056.712021,,0.73606,36197.69059,36197.69059,,0.754029,29200.05821,58400.11643
0.94259791,4475.179146,4475.179146,,7.7099675,760.6450243,5324.51517,,7.6616293,323.8040958,6152.277821,,0.73904,36105.15797,36105.15797,,0.756918,29170.63328,58341.26657
0.99093631,4414.425894,4414.425894,,7.7583063,767.4323229,5372.02626,,7.7099675,326.7440493,6208.136937,,0.74202,36051.08605,36051.08605,,0.7598071,29068.54263,58137.08525
1.0392746,4381.514271,4381.514271,,7.8066444,776.2100829,5433.47058,,7.7583063,330.6140863,6281.66764,,0.745,36073.80212,36073.80212,,0.762696,28872.77521,57745.55042
1.087613,4409.369315,4409.369315,,7.8549826,785.8278343,5500.79484,,7.8066444,336.0179662,6384.341358,,0.74798,36247.91803,36247.91803,,0.765585,28704.55936,57409.11871
1.1359514,4342.138745,4342.138745,,7.9033214,795.19787,5566.38509,,7.8549826,338.6307795,6433.984811,,0.7509601,36013.57563,36013.57563,,0.768474,28598.1029,57196.2058
1.1842898,4266.452381,4266.452381,,7.9516596,804.39495,5630.76465,,7.9033214,342.1919845,6501.647706,,0.75394,35796.15635,35796.15635,,0.771363,28430.69737,56861.39474
1.2326281,4209.726603,4209.726603,,7.9999977,814.5045329,5701.53173,,7.9516596,346.7830692,6588.878314,,0.75692,35691.75922,35691.75922,,0.7742521,28331.99538,56663.99075
1.2809664,4174.377348,4174.377348,,8.0483365,825.0084757,5775.05933,,7.9999977,349.6651212,6643.637302,,0.7599,35753.44859,35753.44859,,0.777141,28436.84814,56873.69627
1.3293047,4126.801474,4126.801474,,8.0966747,835.0211257,5845.14788,,8.0483365,354.1066175,6728.025733,,0.76288,35718.13557,35718.13557,,0.78003,28346.04259,56692.08517
1.3776432,4093.177886,4093.177886,,8.1450129,843.6584014,5905.60881,,8.0966747,359.1653756,6824.142136,,0.76586,35250.10375,35250.10375,,0.782919,28024.0446,56048.08919
1.4259815,4008.649744,4008.649744,,8.1933516,853.3532629,5973.47284,,8.1450129,361.708315,6872.457985,,0.76884,35292.77103,35292.77103,,0.785808,27987.15707,55974.31415
1.4743198,3922.986171,3922.986171,,8.2416898,862.2113943,6035.47976,,8.1933516,365.1405619,6937.670676,,0.77182,35403.98252,35403.98252,,0.788697,27744.46237,55488.92473
1.5226582,3868.348784,3868.348784,,8.290028,873.7014486,6115.91014,,8.2416898,369.8652638,7027.440013,,0.7748,35336.72289,35336.72289,,0.791586,27519.05031,55038.10062
1.5709966,3799.093149,3799.093149,,8.3383662,884.1010014,6188.70701,,8.290028,374.6540341,7118.426648,,0.7777801,35420.94858,35420.94858,,0.794475,27560.43383,55120.86766
1.619335,3757.631453,3757.631453,,8.3867049,895.9374029,6271.56182,,8.3383662,378.3511222,7188.671323,,0.78076,35098.84121,35098.84121,,0.7973641,27650.14672,55300.29343
1.6676733,3688.847271,3688.847271,,8.4350431,906.46257,6345.23799,,8.3867049,381.8182596,7254.546932,,0.78374,34981.88164,34981.88164,,0.800253,27528.64615,55057.29229
1.7160116,3662.170049,3662.170049,,8.4833813,915.17374,6406.21618,,8.4350431,386.3949293,7341.503657,,0.78672,34931.796,34931.796,,0.803142,27412.86272,54825.72543
1.7643499,3574.376134,3574.376134,,8.53172,926.94123,6488.58861,,8.4833813,389.6712414,7403.753587,,0.7897,34872.48918,34872.48918,,0.806031,27294.44638,54588.89277
1.8126884,3532.039002,3532.039002,,8.5800582,936.7527,6557.2689,,8.53172,394.5554276,7496.553124,,0.79268,34813.02432,34813.02432,,0.80892,27147.1599,54294.3198
1.8610267,3465.094386,3465.094386,,8.6283964,947.04207,6629.29449,,8.5800582,399.0965729,7582.834885,,0.79566,34587.51095,34587.51095,,0.811809,27121.79181,54243.58362
1.9093651,3429.177756,3429.177756,,8.6767352,958.4426957,6709.09887,,8.6283964,402.2956226,7643.616829,,0.79864,34501.94481,34501.94481,,0.814698,26984.43129,53968.86259
1.9577034,3404.622561,3404.622561,,8.7250733,969.0257843,6783.18049,,8.6767352,407.2570765,7737.884454,,0.80162,34414.3043,34414.3043,,0.817587,26917.64708,53835.29416
2.0060417,3356.488521,3356.488521,,8.7734115,979.9276457,6859.49352,,8.7250733,412.2602346,7832.944458,,0.8046,34474.98763,34474.98763,,0.8204761,26688.54227,53377.08454
2.0543802,3291.555527,3291.555527,,8.8217497,990.8062929,6935.64405,,8.7734115,416.6526081,7916.399555,,0.8075801,34282.63687,34282.63687,,0.823365,26569.67139,53139.34278
2.1027185,3281.573514,3281.573514,,8.8700885,1002.232167,7015.62517,,8.8217497,419.8043282,7976.282235,,0.81056,34285.70895,34285.70895,,0.826254,26490.38579,52980.77159
2.1510568,3244.522774,3244.522774,,8.9184266,1010.579807,7074.05865,,8.8700885,426.799596,8109.192324,,0.81354,34217.80624,34217.80624,,0.829143,26369.04448,52738.08897
2.1993951,3184.491992,3184.491992,,8.9667648,1021.736253,7152.15377,,8.9184266,431.9020977,8206.139857,,0.81652,34288.59778,34288.59778,,0.832032,26333.52464,52667.04929
2.2477336,3122.947514,3122.947514,,9.0151036,1033.330859,7233.31601,,8.9667648,434.7823514,8260.864676,,0.8195,34100.96052,34100.96052,,0.8349211,26241.78474,52483.56948
2.2960719,3115.863749,3115.863749,,9.0634418,1043.864544,7307.05181,,9.0151036,439.4260777,8349.095477,,0.82248,33908.6482,33908.6482,,0.83781,26176.10763,52352.21527
2.3444103,3079.812551,3079.812551,,9.1117799,1053.24005,7372.68035,,9.0634418,443.9213931,8434.50647,,0.82546,33934.44919,33934.44919,,0.840699,26061.08439,52122.16878
2.3927486,3089.402842,3089.402842,,9.1601187,1061.679579,7431.75705,,9.1117799,449.1621387,8534.080636,,0.82844,33713.21942,33713.21942,,0.8435881,25987.58212,51975.16425
2.4410869,3051.865516,3051.865516,,9.2084569,1073.271291,7512.89904,,9.1601187,453.2686616,8612.10457,,0.83142,33658.34044,33658.34044,,0.846477,25960.58455,51921.1691
2.4894254,3029.106366,3029.106366,,9.256795,1082.840563,7579.88394,,9.2084569,457.8000783,8698.201488,,0.8344001,33703.06626,33703.06626,,0.849366,25817.28185,51634.5637
2.5377637,2987.507709,2987.507709,,9.3051338,1092.598284,7648.18799,,9.256795,461.9869795,8777.75261,,0.8373801,33657.96538,33657.96538,,0.852255,25673.32021,51346.64042
2.5861022,2990.796382,2990.796382,,9.353472,1102.658963,7718.61274,,9.3051338,466.8956062,8871.016518,,0.84036,33503.84026,33503.84026,,0.855144,25664.88893,51329.77787
2.6344404,2944.571439,2944.571439,,9.4018102,1110.446207,7773.12345,,9.353472,470.8915315,8946.939098,,0.84334,33508.80903,33508.80903,,0.8580331,25508.71774,51017.43548
2.6827788,2925.161281,2925.161281,,9.4501483,1116.642747,7816.49923,,9.4018102,475.2404146,9029.567877,,0.84632,33388.30723,33388.30723,,0.860922,25358.03572,50716.07143
2.731117,2924.112198,2924.112198,,9.4984871,1126.704071,7886.9285,,9.4501483,479.0989626,9102.880289,,0.8493,33211.94248,33211.94248,,0.863811,25285.73644,50571.47287
2.7794555,2902.496738,2902.496738,,9.5468253,1131.542019,7920.79413,,9.4984871,483.6658995,9189.652091,,0.85228,33212.91093,33212.91093,,0.87264,25159.82797,50319.65594
2.827794,2876.193488,2876.193488,,9.5951635,1138.820844,7971.74591,,9.5468253,487.6113965,9264.616533,,0.85526,33027.72861,33027.72861,,0.89082,24534.28083,49068.56166
2.8761321,2861.879712,2861.879712,,9.6435022,1146.104974,8022.73482,,9.5951635,491.3740476,9336.106904,,0.85824,32940.12397,32940.12397,,0.909,24076.35044,48152.70087
2.9244706,2855.499759,2855.499759,,9.6918404,1152.95561,8070.68927,,9.6435022,493.2169519,9371.122087,,0.86122,32924.24768,32924.24768,,0.92718,23582.86879,47165.73758
2.9728088,2817.94727,2817.94727,,9.7401786,1156.968476,8098.77933,,9.6918404,497.5683361,9453.798385,,0.8642001,32929.36313,32929.36313,,0.94536,23139.92311,46279.84621
3.0211473,2817.84187,2817.84187,,9.7885174,1162.023931,8134.16752,,9.7401786,500.850733,9516.163928,,0.86718,32933.24048,32933.24048,,0.96354,22748.21097,45496.42195
3.0694857,2790.208366,2790.208366,,9.8368555,1166.910439,8168.37307,,9.7885174,505.344071,9601.537349,,0.87016,32744.87132,32744.87132,,0.98172,22286.43182,44572.86365
3.1178239,2779.472934,2779.472934,,9.8851937,1172.268959,8205.88271,,9.8368555,507.3202076,9639.083944,,0.87314,32817.36502,32817.36502,,0.9999,21896.42832,43792.85663
3.1661624,2780.126199,2780.126199,,9.9335319,1176.081603,8232.57122,,9.8851937,509.0124128,9671.235843,,0.87612,32723.99908,32723.99908,,1.01808,21492.49458,42984.98915
3.2145005,2774.79577,2774.79577,,9.9818707,1176.54301,8235.80107,,9.9335319,511.7881198,9723.974276,,0.8791,32676.58744,32676.58744,,1.03626,21114.0063,42228.01259
3.262839,2777.391282,2777.391282,,10.030209,1179.305267,8255.13687,,9.9818707,514.6183668,9777.748969,,0.88208,32727.97252,32727.97252,,1.05444,20734.194,41468.38799
3.3111775,2752.908163,2752.908163,,10.078547,1183.174689,8282.22282,,10.030209,516.3753335,9811.131336,,0.88506,32724.53805,32724.53805,,1.07262,20411.51179,40823.02358
3.3595157,2737.840413,2737.840413,,10.126885,1183.247953,8282.73567,,10.078547,519.5635731,9871.707888,,0.88804,32643.28221,32643.28221,,1.0908,20084.84781,40169.69562
3.4078541,2729.705798,2729.705798,,10.175223,1185.201967,8296.41377,,10.126885,520.8934179,9896.974939,,0.8910201,32476.91494,32476.91494,,1.10898,19724.1382,39448.2764
3.4561923,2712.80818,2712.80818,,10.223563,1184.620389,8292.34272,,10.175223,522.7741978,9932.709758,,0.8940001,32329.58021,32329.58021,,1.12716,19367.85356,38735.70711
3.5045308,2721.216909,2721.216909,,10.271901,1185.944383,8301.61068,,10.223563,522.8330879,9933.82867,,0.89698,32362.81289,32362.81289,,1.14534,18996.74536,37993.49071
3.5528693,2716.232489,2716.232489,,10.320239,1188.726163,8321.08314,,10.271901,525.2440759,9979.637442,,0.89996,32275.02432,32275.02432,,1.16352,18666.27402,37332.54803
3.6012074,2713.411996,2713.411996,,10.368577,1188.34905,8318.44335,,10.320239,526.8815654,10010.74974,,0.90294,32243.24764,32243.24764,,1.1817,18369.6195,36739.23899
3.6495459,2706.74042,2706.74042,,10.416915,1186.396149,8304.77304,,10.368577,526.7718045,10008.66429,,0.90592,32134.85748,32134.85748,,1.19988,18063.49284,36126.98567
3.6978844,2707.611927,2707.611927,,10.465254,1186.259946,8303.81962,,10.416915,528.0085646,10032.16273,,0.9089,31965.9818,31965.9818,,1.21806,17739.0164,35478.03279
3.7462226,2708.415903,2708.415903,,10.513593,1184.282327,8289.97629,,10.465254,529.9238677,10068.55349,,0.91188,31985.87941,31985.87941,,1.23624,17413.24727,34826.49455
3.794561,2710.765739,2710.765739,,10.561931,1179.914861,8259.40403,,10.513593,530.458908,10078.71925,,0.91486,31931.05092,31931.05092,,1.25442,17111.17271,34222.34541
3.8428992,2682.238882,2682.238882,,10.610269,1179.560156,8256.92109,,10.561931,531.0789486,10090.50002,,0.91784,31819.52935,31819.52935,,1.2726,16856.2163,33712.43259
3.8912377,2697.309198,2697.309198,,10.658607,1178.42439,8248.97073,,10.610269,530.9018402,10087.13496,,0.9208201,31831.56929,31831.56929,,1.29078,16537.22896,33074.45791
3.9395761,2687.073366,2687.073366,,10.706946,1177.506179,8242.54325,,10.658607,531.9696255,10107.42288,,0.9238001,31687.23414,31687.23414,,1.30896,16223.08736,32446.17472
3.9879143,2682.538634,2682.538634,,10.755284,1172.468786,8207.2815,,10.706946,532.7472125,10122.19704,,0.92678,31730.39961,31730.39961,,1.32714,15950.50315,31901.0063
4.0362528,2687.463384,2687.463384,,10.803622,1168.217641,8177.52349,,10.755284,532.4725889,10116.97919,,0.92976,31581.61649,31581.61649,,1.34532,15676.16916,31352.33832
4.084591,2673.381405,2673.381405,,10.851961,1168.095327,8176.66729,,10.803622,532.2095361,10111.98119,,0.93274,31441.96644,31441.96644,,1.3635,15361.32053,30722.64105
4.1329294,2671.680988,2671.680988,,10.9003,1166.051157,8162.3581,,10.851961,532.4764772,10117.05307,,0.93572,31248.74213,31248.74213,,1.38168,15119.31117,30238.62235
4.1812679,2658.843038,2658.843038,,10.948638,1159.146009,8114.02206,,10.9003,532.9318168,10125.70452,,0.9387,31391.09934,31391.09934,,1.39986,14857.20494,29714.40987
4.2296061,2685.885744,2685.885744,,10.996976,1155.65442,8089.58094,,10.948638,531.1440192,10091.73636,,0.94168,31558.93066,31558.93066,,1.41804,14614.78607,29229.57215
4.2779446,2699.92779,2699.92779,,11.045314,1153.276566,8072.93596,,10.996976,531.7427811,10103.11284,,0.9506201,31108.23884,31108.23884,,1.43622,14377.04866,28754.09731
4.3262827,2684.598024,2684.598024,,11.093652,1146.091059,8022.63741,,11.045314,532.5167241,10117.81776,,0.9536,31122.87208,31122.87208,,1.4544,14115.23282,28230.46564
4.3746212,2675.224671,2675.224671,,11.141992,1140.854904,7985.98433,,11.093652,529.9888926,10069.78896,,0.95658,31092.79168,31092.79168,,1.47258,13877.54634,27755.09269
4.4229597,2679.335982,2679.335982,,11.19033,1137.052593,7959.36815,,11.141992,529.7480837,10065.21359,,0.95956,31061.10199,31061.10199,,1.49076,13653.10021,27306.20042
4.4712979,2668.713922,2668.713922,,11.238668,1131.232276,7918.62593,,11.19033,529.6526835,10063.40099,,0.96254,31101.53109,31101.53109,,1.50894,13428.31131,26856.62261
4.5196363,2691.325962,2691.325962,,11.287006,1126.255857,7883.791,,11.238668,528.7397324,10046.05491,,0.96552,31025.00097,31025.00097,,1.52712,13200.75601,26401.51202
4.5679745,2674.009019,2674.009019,,11.335344,1118.345246,7828.41672,,11.287006,526.9859566,10012.73318,,0.9685,30904.26624,30904.26624,,1.5453,12997.67178,25995.34356
4.616313,2671.230447,2671.230447,,11.383682,1110.610536,7774.27375,,11.335344,524.1203742,9958.287109,,0.97148,30681.80985,30681.80985,,1.56348,12823.45205,25646.90409
4.6646515,2675.314287,2675.314287,,11.432021,1103.486456,7724.40519,,11.383682,523.5158791,9946.801704,,0.97446,30647.83251,30647.83251,,1.58166,12592.37913,25184.75827
4.7129896,2684.318787,2684.318787,,11.48036,1097.60873,7683.26111,,11.432021,522.5734908,9928.896326,,0.9774401,30440.57367,30440.57367,,1.59984,12377.02404,24754.04807
4.7613281,2684.964472,2684.964472,,11.528698,1088.430504,7619.01353,,11.48036,521.1067243,9901.027762,,0.9804201,30683.85182,30683.85182,,1.61802,12166.66159,24333.32318
4.8096663,2688.780027,2688.780027,,11.577036,1081.444727,7570.11309,,11.528698,519.196054,9864.725027,,0.9834,30426.00305,30426.00305,,1.6362,11978.6684,23957.33681
4.8580047,2714.10041,2714.10041,,11.625375,1075.912587,7531.38811,,11.577036,517.5287957,9833.047118,,0.98638,30251.47185,30251.47185,,1.65438,11799.43513,23598.87027
4.9063432,2716.608472,2716.608472,,11.673713,1066.200119,7463.40083,,11.625375,514.9173447,9783.42955,,0.98936,30237.17856,30237.17856,,1.67256,11595.26617,23190.53235
5.0513583,2712.131218,2712.131218,,11.722051,1056.59121,7396.13847,,11.673713,512.26708,9733.07452,,0.99234,30181.18304,30181.18304,,1.69074,11409.05471,22818.10941
5.0996965,2713.498036,2713.498036,,11.77039,1048.869954,7342.08968,,11.722051,509.6566109,9683.475607,,0.99532,30058.1963,30058.1963,,1.70892,11226.99372,22453.98744
5.1480347,2735.968246,2735.968246,,11.818728,1040.680191,7284.76134,,11.77039,508.2675944,9657.084294,,0.9983,30064.51568,30064.51568,,1.7271,11078.98023,22157.96047
5.1963735,2751.042536,2751.042536,,11.867067,1034.347121,7240.42985,,11.818728,506.0991998,9615.884795,,1.00128,30056.31018,30056.31018,,1.74528,10899.52166,21799.04333
5.2447116,2745.358426,2745.358426,,11.915405,1022.388021,7156.71615,,11.867067,504.0946989,9577.79928,,1.00426,29989.77284,29989.77284,,1.76346,10738.75219,21477.50438
5.2930498,2762.072681,2762.072681,,11.963743,1013.466223,7094.26356,,11.915405,500.7566215,9514.375808,,1.00724,29973.91306,29973.91306,,1.78164,10579.11988,21158.23975
5.3413886,2766.022963,2766.022963,,12.012081,1006.386691,7044.70684,,11.963743,497.6528277,9455.403727,,1.01022,29860.81069,29860.81069,,1.79982,10411.67319,20823.34638
5.3897268,2785.76671,2785.76671,,12.060419,998.1858314,6987.30082,,12.012081,495.6568904,9417.480918,,1.0132,29879.3839,29879.3839,,1.818,10283.76441,20567.52881
5.4380649,2790.834743,2790.834743,,12.108759,991.5260029,6940.68202,,12.060419,491.2640515,9334.016978,,1.01618,29621.75764,29621.75764,,1.83618,10125.03192,20250.06385
5.4864037,2789.90059,2789.90059,,12.157097,979.1408614,6853.98603,,12.108759,490.3532801,9316.712321,,1.01916,29661.34918,29661.34918,,1.85436,9984.0185,19968.037
